LineData,School,County,CasesPriorWeek,StudentsPriorWeek,TeachersPriorWeek,StaffPriorWeek,UnknownPriorWeek,SymptomsPriorWeekNo,SymptomsPriorWeekYes,SymptomsPriorWeekUnknown,CasesTotal,StudentsTotal,TeachersTotal,StaffTotal,UnknownTotal,SymptomsTotalYes,SymptomsTotalNo,SymptomsTotalUnknown
C. H. PRICE MIDDLE SCHOOL (INTERLACHEN) PUTNAM 4 3 0 1 0 2 2 0 9 7 0 2 0 5 4 0,C. H. PRICE MIDDLE SCHOOL (INTERLACHEN),PUTNAM,4,3,0,1,0,2,2,0,9,7,0,2,0,5,4,0
C. L. OVERTURF JR 6TH GRADE CENTER (PALATKA) PUTNAM 1 1 0 0 0 1 0 0,C. L. OVERTURF JR 6TH GRADE CENTER (PALATKA),PUTNAM,,,,,,,,,1,1,0,0,0,1,0,0
CRESCENT CITY HIGH SCHOOL (CRESCENT CITY) PUTNAM 2 2 0 0 0 2 0 0 3 3 0 0 0 2 1 0,CRESCENT CITY HIGH SCHOOL (CRESCENT CITY),PUTNAM,2,2,0,0,0,2,0,0,3,3,0,0,0,2,1,0
GEORGE C. MILLER JR. MIDDLE SCHOOL (CRESCENT CITY) PUTNAM 3 1 1 0 1 3 0 0 4 2 1 0 1 4 0 0,GEORGE C. MILLER JR. MIDDLE SCHOOL (CRESCENT CITY),PUTNAM,3,1,1,0,1,3,0,0,4,2,1,0,1,4,0,0
HILLCREST ACADEMY (PALATKA) PUTNAM 10 7 0 1 2 7 3 0,HILLCREST ACADEMY (PALATKA),PUTNAM,,,,,,,,,0,7,0,1,2,7,3,0
INTERLACHEN ELEMENTARY SCHOOL (INTERLACHEN) PUTNAM 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,INTERLACHEN ELEMENTARY SCHOOL (INTERLACHEN),PUTNAM,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
INTERLACHEN HIGH SCHOOL (INTERLACHEN) PUTNAM 4 3 0 1 0 4 0 0,INTERLACHEN HIGH SCHOOL (INTERLACHEN),PUTNAM,,,,,,,,,4,3,0,1,0,4,0,0
JAMES A. LONG ELEMENTARY SCHOOL (PALATKA) PUTNAM 1 1 0 0 0 0 1 0,JAMES A. LONG ELEMENTARY SCHOOL (PALATKA),PUTNAM,,,,,,,,,1,1,0,0,0,0,1,0
KELLEY SMITH ELEMENTARY SCHOOL (PALATKA) PUTNAM 1 1 0 0 0 0 1 0,KELLEY SMITH ELEMENTARY SCHOOL (PALATKA),PUTNAM,,,,,,,,,1,1,0,0,0,0,1,0
MELROSE ELEMENTARY SCHOOL (MELROSE) PUTNAM 1 1 0 0 0 1 0 0,MELROSE ELEMENTARY SCHOOL (MELROSE),PUTNAM,,,,,,,,,1,1,0,0,0,1,0,0
MIDDLETON-BURNEY ELEMENTARY SCHOOL (CRESCENT CITY) PUTNAM 1 1 0 0 0 1 0 0,MIDDLETON-BURNEY ELEMENTARY SCHOOL (CRESCENT CITY),PUTNAM,,,,,,,,,1,1,0,0,0,1,0,0
OCHWILLA ELEMENTARY SCHOOL (HAWTHORNE) PUTNAM 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,OCHWILLA ELEMENTARY SCHOOL (HAWTHORNE),PUTNAM,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
PALATKA HIGH SCHOOL (PALATKA) PUTNAM 1 1 0 0 0 1 0 0 6 4 0 2 0 4 2 0,PALATKA HIGH SCHOOL (PALATKA),PUTNAM,1,1,0,0,0,1,0,0,6,4,0,2,0,4,2,0
PENIEL BAPTIST ACADEMY (PALATKA) PUTNAM 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,PENIEL BAPTIST ACADEMY (PALATKA),PUTNAM,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
Q.I. ROBERTS JR. - SR. HIGH SCHOOL (FLORAHOME) PUTNAM 4 3 0 0 1 4 0 0,Q.I. ROBERTS JR. - SR. HIGH SCHOOL (FLORAHOME),PUTNAM,,,,,,,,,4,3,0,0,1,4,0,0
THE CHILDREN'S READING CENTER (PALATKA) PUTNAM 1 1 0 0 0 0 1 0,THE CHILDREN'S READING CENTER (PALATKA),PUTNAM,,,,,,,,,1,1,0,0,0,0,1,0
AVALON MIDDLE SCHOOL (MILTON) SANTA ROSA 1 1 0 0 0 1 0 0,AVALON MIDDLE SCHOOL (MILTON) SANTA,ROSA,,,,,,,,,1,1,0,0,0,1,0,0
BAGDAD ELEMENTARY SCHOOL (MILTON) SANTA ROSA 2 1 0 0 1 2 0 0 2 1 0 0 1 2 0 0,BAGDAD ELEMENTARY SCHOOL (MILTON) SANTA,ROSA,2,1,0,0,1,2,0,0,2,1,0,0,1,2,0,0
BENNETT C RUSSELL ELEMENTARY SCHOOL (MILTON) SANTA ROSA 1 0 0 0 1 1 0 0,BENNETT C RUSSELL ELEMENTARY SCHOOL (MILTON) SANTA,ROSA,,,,,,,,,1,0,0,0,1,1,0,0
BERRYHILL ELEMENTARY SCHOOL (MILTON) SANTA ROSA 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,BERRYHILL ELEMENTARY SCHOOL (MILTON) SANTA,ROSA,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
EAST MILTON ELEMENTARY SCHOOL (MILTON) SANTA ROSA 1 0 1 0 0 1 0 0,EAST MILTON ELEMENTARY SCHOOL (MILTON) SANTA,ROSA,,,,,,,,,1,0,1,0,0,1,0,0
GULF BREEZE ELEMENTARY SCHOOL (GULF BREEZE) SANTA ROSA 3 1 2 0 0 3 0 0,GULF BREEZE ELEMENTARY SCHOOL (GULF BREEZE) SANTA,ROSA,,,,,,,,,3,1,2,0,0,3,0,0
GULF BREEZE HIGH SCHOOL (GULF BREEZE) SANTA ROSA 1 1 0 0 0 1 0 0 8 7 1 0 0 7 1 0,GULF BREEZE HIGH SCHOOL (GULF BREEZE) SANTA,ROSA,1,1,0,0,0,1,0,0,8,7,1,0,0,7,1,0
GULF BREEZE MIDDLE SCHOOL (GULF BREEZE) SANTA ROSA 1 1 0 0 0 1 0 0,GULF BREEZE MIDDLE SCHOOL (GULF BREEZE) SANTA,ROSA,,,,,,,,,1,1,0,0,0,1,0,0
HOBBS MIDDLE SCHOOL (MILTON) SANTA ROSA 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,HOBBS MIDDLE SCHOOL (MILTON) SANTA,ROSA,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
HOLLEY-NAVARRE INTERMEDIATE (NAVARRE) SANTA ROSA 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,HOLLEY-NAVARRE INTERMEDIATE (NAVARRE) SANTA,ROSA,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
L.E.A.D. ACADEMY CLASSICAL SCHOOL INC. (PACE) SANTA ROSA 2 2 0 0 0 2 0 0,L.E.A.D. ACADEMY CLASSICAL SCHOOL INC. (PACE) SANTA,ROSA,,,,,,,,,2,2,0,0,0,2,0,0
MILTON HIGH SCHOOL (MILTON) SANTA ROSA 1 1 0 0 0 1 0 0 3 2 0 0 1 3 0 0,MILTON HIGH SCHOOL (MILTON) SANTA,ROSA,1,1,0,0,0,1,0,0,3,2,0,0,1,3,0,0
NAVARRE HIGH SCHOOL (NAVARRE) SANTA ROSA 2 2 0 0 0 2 0 0 5 5 0 0 0 5 0 0,NAVARRE HIGH SCHOOL (NAVARRE) SANTA,ROSA,2,2,0,0,0,2,0,0,5,5,0,0,0,5,0,0
ORIOLE BEACH ELEMENTARY SCHOOL (GULF BREEZE) SANTA ROSA 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,ORIOLE BEACH ELEMENTARY SCHOOL (GULF BREEZE) SANTA,ROSA,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
PACE HIGH SCHOOL (PACE) SANTA ROSA 6 5 1 0 0 6 0 0 37 36 1 0 0 36 1 0,PACE HIGH SCHOOL (PACE) SANTA,ROSA,6,5,1,0,0,6,0,0,37,36,1,0,0,36,1,0
PEA RIDGE ELEMENTARY SCHOOL (PACE) SANTA ROSA 6 3 2 0 1 6 0 0,PEA RIDGE ELEMENTARY SCHOOL (PACE) SANTA,ROSA,,,,,,,,,6,3,2,0,1,6,0,0
RADFORD M LOCKLIN TECHNICAL COLLEGE (MILTON) SANTA ROSA 1 1 0 0 0 1 0 0,RADFORD M LOCKLIN TECHNICAL COLLEGE (MILTON) SANTA,ROSA,,,,,,,,,1,1,0,0,0,1,0,0
S. S. DIXON INTERMEDIATE SCHOOL (PACE) SANTA ROSA 1 0 1 0 0 1 0 0 4 2 2 0 0 4 0 0,S. S. DIXON INTERMEDIATE SCHOOL (PACE) SANTA,ROSA,1,0,1,0,0,1,0,0,4,2,2,0,0,4,0,0
S. S. DIXON PRIMARY SCHOOL (PACE) SANTA ROSA 6 0 2 0 4 6 0 0,S. S. DIXON PRIMARY SCHOOL (PACE) SANTA,ROSA,,,,,,,,,6,0,2,0,4,6,0,0
THOMAS L SIMS MIDDLE SCHOOL (PACE) SANTA ROSA 1 1 0 0 0 1 0 0 5 4 0 0 1 5 0 0,THOMAS L SIMS MIDDLE SCHOOL (PACE) SANTA,ROSA,1,1,0,0,0,1,0,0,5,4,0,0,1,5,0,0
W. H. RHODES ELEMENTARY SCHOOL (MILTON) SANTA ROSA 1 0 0 0 1 1 0 0,W. H. RHODES ELEMENTARY SCHOOL (MILTON) SANTA,ROSA,,,,,,,,,1,0,0,0,1,1,0,0
WEST NAVARRE PRIMARY SCHOOL (NAVARRE) SANTA ROSA 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,WEST NAVARRE PRIMARY SCHOOL (NAVARRE) SANTA,ROSA,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
ALTA VISTA ELEMENTARY SCHOOL (SARASOTA) SARASOTA 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,ALTA VISTA ELEMENTARY SCHOOL (SARASOTA),SARASOTA,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
ATWATER ELEMENTARY (NORTH PORT) SARASOTA 1 0 0 1 0 1 0 0 2 1 0 1 0 2 0 0,ATWATER ELEMENTARY (NORTH PORT),SARASOTA,1,0,0,1,0,1,0,0,2,1,0,1,0,2,0,0
BAY HAVEN SCHOOL OF BASICS PLUS (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0,BAY HAVEN SCHOOL OF BASICS PLUS (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,0,1,0
BOOKER HIGH SCHOOL (SARASOTA) SARASOTA 1 1 0 0 0 1 0 0,BOOKER HIGH SCHOOL (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
BOOKER MIDDLE SCHOOL (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0,BOOKER MIDDLE SCHOOL (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,0,1,0
CARDINAL MOONEY HIGH SCHOOL (SARASOTA) SARASOTA 2 2 0 0 0 1 1 0,CARDINAL MOONEY HIGH SCHOOL (SARASOTA),SARASOTA,,,,,,,,,2,2,0,0,0,1,1,0
CRANBERRY ELEMENTARY SCHOOL (NORTH PORT) SARASOTA 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,CRANBERRY ELEMENTARY SCHOOL (NORTH PORT),SARASOTA,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
ENGLEWOOD ELEMENTARY SCHOOL (ENGLEWOOD) SARASOTA 2 2 0 0 0 1 1 0,ENGLEWOOD ELEMENTARY SCHOOL (ENGLEWOOD),SARASOTA,,,,,,,,,2,2,0,0,0,1,1,0
ISLAND VILLAGE MONTESSORI SCHOOL (VENICE) SARASOTA 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,ISLAND VILLAGE MONTESSORI SCHOOL (VENICE),SARASOTA,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
LAKEVIEW ELEMENTARY SCHOOL (SARASOTA) SARASOTA 5 4 0 0 1 3 2 0,LAKEVIEW ELEMENTARY SCHOOL (SARASOTA),SARASOTA,,,,,,,,,5,4,0,0,1,3,2,0
LAMARQUE ELEMENTARY SCHOOL (NORTH PORT) SARASOTA 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,LAMARQUE ELEMENTARY SCHOOL (NORTH PORT),SARASOTA,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
LAUREL NOKOMIS SCHOOL (NOKOMIS) SARASOTA 1 1 0 0 0 0 0 1,LAUREL NOKOMIS SCHOOL (NOKOMIS),SARASOTA,,,,,,,,,1,1,0,0,0,0,0,1
MCINTOSH MIDDLE SCHOOL (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,MCINTOSH MIDDLE SCHOOL (SARASOTA),SARASOTA,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
NORTH PORT HIGH SCHOOL (NORTH PORT) SARASOTA 3 3 0 0 0 3 0 0,NORTH PORT HIGH SCHOOL (NORTH PORT),SARASOTA,,,,,,,,,3,3,0,0,0,3,0,0
OAK PARK SCHOOL (SARASOTA) SARASOTA 2 1 0 1 0 1 1 0 6 3 1 1 1 2 4 0,OAK PARK SCHOOL (SARASOTA),SARASOTA,2,1,0,1,0,1,1,0,6,3,1,1,1,2,4,0
OUT-OF-DOOR ACADEMY INC. (SARASOTA) SARASOTA 3 3 0 0 0 1 2 0 5 5 0 0 0 3 2 0,OUT-OF-DOOR ACADEMY INC. (SARASOTA),SARASOTA,3,3,0,0,0,1,2,0,5,5,0,0,0,3,2,0
PHILLIPPI SHORES ELEMENTARY SCHOOL (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0,PHILLIPPI SHORES ELEMENTARY SCHOOL (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,0,1,0
RIVERVIEW HIGH SCHOOL (SARASOTA) SARASOTA 2 1 1 0 0 2 0 0 10 8 1 0 1 8 0 2,RIVERVIEW HIGH SCHOOL (SARASOTA),SARASOTA,2,1,1,0,0,2,0,0,10,8,1,0,1,8,0,2
SARASOTA ACADEMY OF THE ARTS (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0,SARASOTA ACADEMY OF THE ARTS (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,0,1,0
SARASOTA CHRISTIAN SCHOOL (SARASOTA) SARASOTA 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,SARASOTA CHRISTIAN SCHOOL (SARASOTA),SARASOTA,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
SARASOTA DISTRICT OFFICE (SARASOTA) SARASOTA 1 0 0 1 0 1 0 0 4 0 0 3 1 4 0 0,SARASOTA DISTRICT OFFICE (SARASOTA),SARASOTA,1,0,0,1,0,1,0,0,4,0,0,3,1,4,0,0
SARASOTA MIDDLE SCHOOL (SARASOTA) SARASOTA 1 1 0 0 0 1 0 0,SARASOTA MIDDLE SCHOOL (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
SARASOTA MILITARY ACADEMY PREP CAMPUS (SARASOTA) SARASOTA 1 1 0 0 0 0 1 0,SARASOTA MILITARY ACADEMY PREP CAMPUS (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,0,1,0
SARASOTA SCHOOL OF ARTS/SCIENCES (SARASOTA) SARASOTA 1 1 0 0 0 1 0 0,SARASOTA SCHOOL OF ARTS/SCIENCES (SARASOTA),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
STATE COLLEGE OF FLA COLLEGIATE SCHOOL-VENICE (VENICE) SARASOTA 1 1 0 0 0 1 0 0,STATE COLLEGE OF FLA COLLEGIATE SCHOOL-VENICE (VENICE),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
SUNCOAST TECHNICAL COLLEGE (SARASOTA) SARASOTA 3 0 2 0 1 3 0 0,SUNCOAST TECHNICAL COLLEGE (SARASOTA),SARASOTA,,,,,,,,,3,0,2,0,1,3,0,0
TATUM RIDGE ELEMENTARY SCHOOL (SARASOTA) SARASOTA 2 1 0 1 0 2 0 0,TATUM RIDGE ELEMENTARY SCHOOL (SARASOTA),SARASOTA,,,,,,,,,2,1,0,1,0,2,0,0
TOLEDO BLADE ELEMENTARY SCHOOL (NORTH PORT) SARASOTA 1 1 0 0 0 1 0 0,TOLEDO BLADE ELEMENTARY SCHOOL (NORTH PORT),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
TUTTLE ELEMENTARY SCHOOL (SARASOTA) SARASOTA 3 3 0 0 0 2 1 0,TUTTLE ELEMENTARY SCHOOL (SARASOTA),SARASOTA,,,,,,,,,3,3,0,0,0,2,1,0
VENICE SENIOR HIGH SCHOOL (VENICE) SARASOTA 1 1 0 0 0 1 0 0,VENICE SENIOR HIGH SCHOOL (VENICE),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
WESTCOAST SCHOOL FOR HUMAN DEVELOPMENT (SARASOTA) SARASOTA 1 0 0 0 1 0 0 1,WESTCOAST SCHOOL FOR HUMAN DEVELOPMENT (SARASOTA),SARASOTA,,,,,,,,,1,0,0,0,1,0,0,1
WILKINSON ELEMENTARY SCHOOL (SARASOTA) SARASOTA 2 2 0 0 0 2 0 0,WILKINSON ELEMENTARY SCHOOL (SARASOTA),SARASOTA,,,,,,,,,2,2,0,0,0,2,0,0
WOODLAND MIDDLE SCHOOL (NORTH PORT) SARASOTA 1 1 0 0 0 1 0 0,WOODLAND MIDDLE SCHOOL (NORTH PORT),SARASOTA,,,,,,,,,1,1,0,0,0,1,0,0
ALTAMONTE ELEMENTARY SCHOOL (ALTAMONTE SPRINGS) SEMINOLE 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,ALTAMONTE ELEMENTARY SCHOOL (ALTAMONTE SPRINGS),SEMINOLE,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
ANNUNCIATION CATHOLIC ACADEMY (ALTAMONTE SPRINGS) SEMINOLE 1 0 1 0 0 1 0 0,ANNUNCIATION CATHOLIC ACADEMY (ALTAMONTE SPRINGS),SEMINOLE,,,,,,,,,1,0,1,0,0,1,0,0
ARBOR SCHOOL OF CENTRAL FLORIDA (CASSELBERRY) SEMINOLE 1 0 1 0 0 0 0 1,ARBOR SCHOOL OF CENTRAL FLORIDA (CASSELBERRY),SEMINOLE,,,,,,,,,1,0,1,0,0,0,0,1
BEAR LAKE ELEMENTARY SCHOOL (APOPKA) SEMINOLE 1 1 0 0 0 1 0 0 5 4 0 0 1 5 0 0,BEAR LAKE ELEMENTARY SCHOOL (APOPKA),SEMINOLE,1,1,0,0,0,1,0,0,5,4,0,0,1,5,0,0
BENTLEY ELEMENTARY SCHOOL (SANFORD) SEMINOLE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,BENTLEY ELEMENTARY SCHOOL (SANFORD),SEMINOLE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CASSELBERRY ELEMENTARY SCHOOL (CASSELBERRY) SEMINOLE 1 0 1 0 0 1 0 0,CASSELBERRY ELEMENTARY SCHOOL (CASSELBERRY),SEMINOLE,,,,,,,,,1,0,1,0,0,1,0,0
CHOICES IN LEARNING CHARTER (WINTER SPRINGS) SEMINOLE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,CHOICES IN LEARNING CHARTER (WINTER SPRINGS),SEMINOLE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CROOMS ACADEMY OF INFORMATION TECHNOLOGY (SANFORD) SEMINOLE 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0,CROOMS ACADEMY OF INFORMATION TECHNOLOGY (SANFORD),SEMINOLE,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
EASTBROOK ELEMENTARY SCHOOL (WINTER PARK) SEMINOLE 1 1 0 0 0 1 0 0,EASTBROOK ELEMENTARY SCHOOL (WINTER PARK),SEMINOLE,,,,,,,,,1,1,0,0,0,1,0,0
ENGLISH ESTATES ELEMENTARY SCHOOL (FERN PARK) SEMINOLE 2 2 0 0 0 2 0 0,ENGLISH ESTATES ELEMENTARY SCHOOL (FERN PARK),SEMINOLE,,,,,,,,,2,2,0,0,0,2,0,0
FOREST LAKE ACADEMY (APOPKA) SEMINOLE 1 1 0 0 0 0 1 0 2 2 0 0 0 1 1 0,FOREST LAKE ACADEMY (APOPKA),SEMINOLE,1,1,0,0,0,0,1,0,2,2,0,0,0,1,1,0
GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY (SANFORD) SEMINOLE 3 2 0 1 0 1 2 0,GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY (SANFORD),SEMINOLE,,,,,,,,,3,2,0,1,0,1,2,0
GOLDSBORO ELEMENTARY MAGNET (SANFORD) SEMINOLE 2 1 0 0 1 2 0 0,GOLDSBORO ELEMENTARY MAGNET (SANFORD),SEMINOLE,,,,,,,,,2,1,0,0,1,2,0,0
GREENWOOD LAKES MIDDLE SCHOOL (LAKE MARY) SEMINOLE 1 1 0 0 0 1 0 0,GREENWOOD LAKES MIDDLE SCHOOL (LAKE MARY),SEMINOLE,,,,,,,,,1,1,0,0,0,1,0,0
HAGERTY HIGH SCHOOL (OVIEDO) SEMINOLE 1 1 0 0 0 1 0 0 5 4 1 0 0 4 1 0,HAGERTY HIGH SCHOOL (OVIEDO),SEMINOLE,1,1,0,0,0,1,0,0,5,4,1,0,0,4,1,0
HIGHLANDS ELEMENTARY SCHOOL (WINTER SPRINGS) SEMINOLE 2 2 0 0 0 1 1 0 2 2 0 0 0 1 1 0,HIGHLANDS ELEMENTARY SCHOOL (WINTER SPRINGS),SEMINOLE,2,2,0,0,0,1,1,0,2,2,0,0,0,1,1,0
HOLY CROSS LUTHERAN ACADEMY UPPER SCHOOL (SANFORD) SEMINOLE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,HOLY CROSS LUTHERAN ACADEMY UPPER SCHOOL (SANFORD),SEMINOLE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
IDYLLWILDE ELEMENTARY SCHOOL (SANFORD) SEMINOLE 1 1 0 0 0 0 0 1,IDYLLWILDE ELEMENTARY SCHOOL (SANFORD),SEMINOLE,,,,,,,,,1,1,0,0,0,0,0,1
JACKSON HEIGHTS MIDDLE SCHOOL (OVIEDO) SEMINOLE 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,JACKSON HEIGHTS MIDDLE SCHOOL (OVIEDO),SEMINOLE,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
LAKE BRANTLEY HIGH SCHOOL (ALTAMONTE SPRINGS) SEMINOLE 1 1 0 0 0 1 0 0 6 6 0 0 0 6 0 0,LAKE BRANTLEY HIGH SCHOOL (ALTAMONTE SPRINGS),SEMINOLE,1,1,0,0,0,1,0,0,6,6,0,0,0,6,0,0
LAKE FORREST PREPARATORY SCHOOL (MAITLAND) SEMINOLE 1 0 1 0 0 1 0 0,LAKE FORREST PREPARATORY SCHOOL (MAITLAND),SEMINOLE,,,,,,,,,1,0,1,0,0,1,0,0
LAKE HOWELL HIGH SCHOOL (WINTER PARK) SEMINOLE 1 0 1 0 0 1 0 0 9 5 2 0 2 7 2 0,LAKE HOWELL HIGH SCHOOL (WINTER PARK),SEMINOLE,1,0,1,0,0,1,0,0,9,5,2,0,2,7,2,0
LAKE MARY ELEMENTARY SCHOOL (LAKE MARY) SEMINOLE 1 1 0 0 0 1 0 0,LAKE MARY ELEMENTARY SCHOOL (LAKE MARY),SEMINOLE,,,,,,,,,1,1,0,0,0,1,0,0
LAKE MARY HIGH SCHOOL (LAKE MARY) SEMINOLE 2 1 0 0 1 2 0 0 6 4 0 0 2 5 1 0,LAKE MARY HIGH SCHOOL (LAKE MARY),SEMINOLE,2,1,0,0,1,2,0,0,6,4,0,0,2,5,1,0
LAKE MARY PREPARATORY SCHOOL (LAKE MARY) SEMINOLE 1 1 0 0 0 0 1 0,LAKE MARY PREPARATORY SCHOOL (LAKE MARY),SEMINOLE,,,,,,,,,1,1,0,0,0,0,1,0
LAWTON ELEMENTARY SCHOOL (OVIEDO) SEMINOLE 2 2 0 0 0 2 0 0,LAWTON ELEMENTARY SCHOOL (OVIEDO),SEMINOLE,,,,,,,,,2,2,0,0,0,2,0,0
LAYER ELEMENTARY SCHOOL (WINTER SPRINGS) SEMINOLE 2 0 1 0 1 2 0 0,LAYER ELEMENTARY SCHOOL (WINTER SPRINGS),SEMINOLE,,,,,,,,,2,0,1,0,1,2,0,0
LONGWOOD ELEMENTARY SCHOOL (LONGWOOD) SEMINOLE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,LONGWOOD ELEMENTARY SCHOOL (LONGWOOD),SEMINOLE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
MIDWAY ELEMENTARY SCHOOL (SANFORD) SEMINOLE 1 1 0 0 0 1 0 0,MIDWAY ELEMENTARY SCHOOL (SANFORD),SEMINOLE,,,,,,,,,1,1,0,0,0,1,0,0
MILWEE MIDDLE SCHOOL (LONGWOOD) SEMINOLE 1 0 0 0 1 1 0 0,MILWEE MIDDLE SCHOOL (LONGWOOD),SEMINOLE,,,,,,,,,1,0,0,0,1,1,0,0
ONE SCHOOL OF THE ARTS (LONGWOOD) SEMINOLE 2 2 0 0 0 0 2 0,ONE SCHOOL OF THE ARTS (LONGWOOD),SEMINOLE,,,,,,,,,2,2,0,0,0,0,2,0
SABAL POINT ELEMENTARY SCHOOL (LONGWOOD) SEMINOLE 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,SABAL POINT ELEMENTARY SCHOOL (LONGWOOD),SEMINOLE,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
SEMINOLE HIGH SCHOOL (SANFORD) SEMINOLE 2 2 0 0 0 2 0 0,SEMINOLE HIGH SCHOOL (SANFORD),SEMINOLE,,,,,,,,,2,2,0,0,0,2,0,0
UCP SEMINOLE CHILD DEVELOPMENT (LAKE MARY) SEMINOLE 2 2 0 0 0 2 0 0,UCP SEMINOLE CHILD DEVELOPMENT (LAKE MARY),SEMINOLE,,,,,,,,,2,2,0,0,0,2,0,0
WINTER SPRINGS HIGH SCHOOL (WINTER SPRINGS) SEMINOLE 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,WINTER SPRINGS HIGH SCHOOL (WINTER SPRINGS),SEMINOLE,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
ALICE B. LANDRUM MIDDLE SCHOOL (PONTE VEDRA BEACH) ST. JOHNS 1 1 0 0 0 1 0 0 7 7 0 0 0 4 3 0,ALICE B. LANDRUM MIDDLE SCHOOL (PONTE VEDRA BEACH) ST.,JOHNS,1,1,0,0,0,1,0,0,7,7,0,0,0,4,3,0
ALLEN D NEASE SENIOR HIGH SCHOOL (PONTE VEDRA) ST. JOHNS 3 3 0 0 0 3 0 0 11 10 1 0 0 10 1 0,ALLEN D NEASE SENIOR HIGH SCHOOL (PONTE VEDRA) ST.,JOHNS,3,3,0,0,0,3,0,0,11,10,1,0,0,10,1,0
BARTRAM TRAIL HIGH SCHOOL (SAINT JOHNS) ST. JOHNS 5 4 0 0 1 3 2 0,BARTRAM TRAIL HIGH SCHOOL (SAINT JOHNS) ST.,JOHNS,,,,,,,,,5,4,0,0,1,3,2,0
BRIDGEHAVEN ACADEMY (PONTE VEDRA) ST. JOHNS 2 0 0 0 2 1 1 0,BRIDGEHAVEN ACADEMY (PONTE VEDRA) ST.,JOHNS,,,,,,,,,2,0,0,0,2,1,1,0
